Generated by http://statistics.gov.scot,2024-09-09T17:52:02+00:00,,
http://statistics.gov.scot/id/statistical-geography/S01012948,"Thorntonhall, Jackton and Gardenhall - 01",7.92,9.17
http://statistics.gov.scot/id/statistical-geography/S01012949,"Thorntonhall, Jackton and Gardenhall - 02",9.68,9.88
http://statistics.gov.scot/id/statistical-geography/S01012950,"Thorntonhall, Jackton and Gardenhall - 03",5.14,3.7
http://statistics.gov.scot/id/statistical-geography/S01012951,"Thorntonhall, Jackton and Gardenhall - 04",1.89,2
http://statistics.gov.scot/id/statistical-geography/S01012952,"Thorntonhall, Jackton and Gardenhall - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01011005,Thornybank - 01,7.95,7.72
http://statistics.gov.scot/id/statistical-geography/S01011006,Thornybank - 02,7.72,7.46
http://statistics.gov.scot/id/statistical-geography/S01011007,Thornybank - 03,16.69,14.8
http://statistics.gov.scot/id/statistical-geography/S01011008,Thornybank - 04,12.13,11.05
http://statistics.gov.scot/id/statistical-geography/S01011009,Thornybank - 05,7.05,6.5
http://statistics.gov.scot/id/statistical-geography/S01011655,Thrashbush - 01,7.98,7.14
http://statistics.gov.scot/id/statistical-geography/S01011656,Thrashbush - 02,0.33,0.33
http://statistics.gov.scot/id/statistical-geography/S01011657,Thrashbush - 03,5.55,9.29
http://statistics.gov.scot/id/statistical-geography/S01011658,Thrashbush - 04,4.22,5.52
http://statistics.gov.scot/id/statistical-geography/S01011659,Thrashbush - 05,15.28,9.2
http://statistics.gov.scot/id/statistical-geography/S01011660,Thrashbush - 06,4.76,5.4
http://statistics.gov.scot/id/statistical-geography/S01011661,Thrashbush - 07,7.4,4.02
http://statistics.gov.scot/id/statistical-geography/S01011662,Thrashbush - 08,0,0
http://statistics.gov.scot/id/statistical-geography/S01010799,Thurso East - 01,7.9,10.66
http://statistics.gov.scot/id/statistical-geography/S01010800,Thurso East - 02,6.06,4.51
http://statistics.gov.scot/id/statistical-geography/S01010801,Thurso East - 03,4.41,3.33
http://statistics.gov.scot/id/statistical-geography/S01010802,Thurso East - 04,0.44,2.3
http://statistics.gov.scot/id/statistical-geography/S01010803,Thurso West - 01,7.04,8.03
http://statistics.gov.scot/id/statistical-geography/S01010804,Thurso West - 02,4.53,5.58
http://statistics.gov.scot/id/statistical-geography/S01010805,Thurso West - 03,2.96,4.44
http://statistics.gov.scot/id/statistical-geography/S01010806,Thurso West - 04,3.15,4.54
http://statistics.gov.scot/id/statistical-geography/S01010807,Thurso West - 05,3.37,1.98
http://statistics.gov.scot/id/statistical-geography/S01010808,Thurso West - 06,3.74,2.2
http://statistics.gov.scot/id/statistical-geography/S01010809,Thurso West - 07,1.14,1.07
http://statistics.gov.scot/id/statistical-geography/S01007435,Tillicoultry - 01,20.01,18.75
http://statistics.gov.scot/id/statistical-geography/S01007436,Tillicoultry - 02,9.3,8.32
http://statistics.gov.scot/id/statistical-geography/S01007437,Tillicoultry - 03,7.3,6.6
http://statistics.gov.scot/id/statistical-geography/S01007438,Tillicoultry - 04,5.84,5.33
http://statistics.gov.scot/id/statistical-geography/S01007439,Tillicoultry - 05,12.42,11.61
http://statistics.gov.scot/id/statistical-geography/S01007440,Tillicoultry - 06,0.5,0.5
http://statistics.gov.scot/id/statistical-geography/S01007441,Tillicoultry - 07,0.45,0.45
http://statistics.gov.scot/id/statistical-geography/S01007442,Tillicoultry - 08,3.73,3.57
http://statistics.gov.scot/id/statistical-geography/S01006675,Tillydrone - 01,9.89,11.92
http://statistics.gov.scot/id/statistical-geography/S01006676,Tillydrone - 02,30.67,36.78
http://statistics.gov.scot/id/statistical-geography/S01006677,Tillydrone - 03,30.09,31.8
http://statistics.gov.scot/id/statistical-geography/S01006678,Tillydrone - 04,20.62,22.37
http://statistics.gov.scot/id/statistical-geography/S01006679,Tillydrone - 05,29.28,25.09
http://statistics.gov.scot/id/statistical-geography/S01006680,Tillydrone - 06,15.8,20.75
http://statistics.gov.scot/id/statistical-geography/S01009606,Tofthill and Balbirnie Park,2.28,3.47
http://statistics.gov.scot/id/statistical-geography/S01008659,Tollcross - 01,190.85,206.09
http://statistics.gov.scot/id/statistical-geography/S01010142,Tollcross - 01,53.74,53.53
http://statistics.gov.scot/id/statistical-geography/S01008660,Tollcross - 02,274.81,282.81
http://statistics.gov.scot/id/statistical-geography/S01010143,Tollcross - 02,3.61,7.3
http://statistics.gov.scot/id/statistical-geography/S01008661,Tollcross - 03,175.64,173.67
http://statistics.gov.scot/id/statistical-geography/S01010144,Tollcross - 03,9.88,9.49
http://statistics.gov.scot/id/statistical-geography/S01008662,Tollcross - 04,290.34,300.39
http://statistics.gov.scot/id/statistical-geography/S01010145,Tollcross - 04,66.55,64.45
http://statistics.gov.scot/id/statistical-geography/S01008663,Tollcross - 05,228.98,238.82
http://statistics.gov.scot/id/statistical-geography/S01010146,Tollcross - 05,79.63,80.55
http://statistics.gov.scot/id/statistical-geography/S01008664,Tollcross - 06,235.15,240.63
http://statistics.gov.scot/id/statistical-geography/S01008665,Tollcross - 07,214.59,238.96
http://statistics.gov.scot/id/statistical-geography/S01008084,Torrance and Balmore - 01,3.61,3.7
http://statistics.gov.scot/id/statistical-geography/S01008085,Torrance and Balmore - 02,1.51,1.48
http://statistics.gov.scot/id/statistical-geography/S01008086,Torrance and Balmore - 03,6.28,6.18
http://statistics.gov.scot/id/statistical-geography/S01006631,Torry East - 01,63.55,52.31
http://statistics.gov.scot/id/statistical-geography/S01006632,Torry East - 02,58.31,45.16
http://statistics.gov.scot/id/statistical-geography/S01006633,Torry East - 03,45.68,39.2
http://statistics.gov.scot/id/statistical-geography/S01006634,Torry East - 04,50.61,47.03
http://statistics.gov.scot/id/statistical-geography/S01006635,Torry East - 05,66.52,55.97
http://statistics.gov.scot/id/statistical-geography/S01006636,Torry East - 06,52.1,45.61
http://statistics.gov.scot/id/statistical-geography/S01006624,Torry West - 01,76.32,55.12
http://statistics.gov.scot/id/statistical-geography/S01006625,Torry West - 02,73.35,55.64
http://statistics.gov.scot/id/statistical-geography/S01006626,Torry West - 03,50.67,43.46
http://statistics.gov.scot/id/statistical-geography/S01006627,Torry West - 04,80.49,63.71
http://statistics.gov.scot/id/statistical-geography/S01006628,Torry West - 05,125.4,91.44
http://statistics.gov.scot/id/statistical-geography/S01006629,Torry West - 06,50.22,40.73
http://statistics.gov.scot/id/statistical-geography/S01006630,Torry West - 07,17.9,18.4
http://statistics.gov.scot/id/statistical-geography/S01009278,Torryburn,5.63,9.78
http://statistics.gov.scot/id/statistical-geography/S01010016,Toryglen and Oatlands - 01,12.96,11.97
http://statistics.gov.scot/id/statistical-geography/S01010017,Toryglen and Oatlands - 02,15.01,14.76
http://statistics.gov.scot/id/statistical-geography/S01010018,Toryglen and Oatlands - 03,29.13,32.03
http://statistics.gov.scot/id/statistical-geography/S01010019,Toryglen and Oatlands - 04,27.92,29.94
http://statistics.gov.scot/id/statistical-geography/S01010020,Toryglen and Oatlands - 05,21.72,21.32
http://statistics.gov.scot/id/statistical-geography/S01010021,Toryglen and Oatlands - 06,8.36,6.43
http://statistics.gov.scot/id/statistical-geography/S01010022,Toryglen and Oatlands - 07,37.04,37.23
http://statistics.gov.scot/id/statistical-geography/S01009336,Touch,8.52,16.91
http://statistics.gov.scot/id/statistical-geography/S01012328,Town Yetholm,1.7,2.32
http://statistics.gov.scot/id/statistical-geography/S01011585,Townhead - 01,25.66,22.2
http://statistics.gov.scot/id/statistical-geography/S01011586,Townhead - 02,37.72,23.36
http://statistics.gov.scot/id/statistical-geography/S01011587,Townhead - 03,52.92,25.57
http://statistics.gov.scot/id/statistical-geography/S01011588,Townhead - 04,62.07,29.79
http://statistics.gov.scot/id/statistical-geography/S01011589,Townhead - 05,44.08,20.8
http://statistics.gov.scot/id/statistical-geography/S01011590,Townhead - 06,39.96,18.45
http://statistics.gov.scot/id/statistical-geography/S01011591,Townhead - 07,42.34,17.9
http://statistics.gov.scot/id/statistical-geography/S01009323,Townhill East,10.89,18.61
http://statistics.gov.scot/id/statistical-geography/S01009324,Townhill West,15.52,26.53
http://statistics.gov.scot/id/statistical-geography/S01008218,Tranent North - 01,1.71,2.16
http://statistics.gov.scot/id/statistical-geography/S01008219,Tranent North - 02,31.65,41.32
http://statistics.gov.scot/id/statistical-geography/S01008220,Tranent North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008221,Tranent North - 04,10.21,15.62
http://statistics.gov.scot/id/statistical-geography/S01008222,Tranent North - 05,18.1,22.12
http://statistics.gov.scot/id/statistical-geography/S01008223,Tranent North - 06,1.71,2.38
http://statistics.gov.scot/id/statistical-geography/S01008224,Tranent North - 07,28.55,28.87
http://statistics.gov.scot/id/statistical-geography/S01008225,Tranent North - 08,22.87,28.24
http://statistics.gov.scot/id/statistical-geography/S01008226,Tranent South - 01,14.58,21.68
http://statistics.gov.scot/id/statistical-geography/S01008227,Tranent South - 02,7.37,11.24
http://statistics.gov.scot/id/statistical-geography/S01008228,Tranent South - 03,14.89,20.31
http://statistics.gov.scot/id/statistical-geography/S01008229,Tranent South - 04,1.25,4.51
http://statistics.gov.scot/id/statistical-geography/S01008230,Tranent South - 05,0.22,3.91
http://statistics.gov.scot/id/statistical-geography/S01008231,Tranent South - 06,3.61,3.86
http://statistics.gov.scot/id/statistical-geography/S01008232,Tranent South - 07,7.11,7.26
http://statistics.gov.scot/id/statistical-geography/S01008233,Tranent South - 08,0.55,0.81
http://statistics.gov.scot/id/statistical-geography/S01009316,Transy,15.84,28.4
http://statistics.gov.scot/id/statistical-geography/S01008826,Trinity - 01,22.94,30.7
http://statistics.gov.scot/id/statistical-geography/S01008827,Trinity - 02,27.03,29.38
http://statistics.gov.scot/id/statistical-geography/S01008828,Trinity - 03,37.5,46
http://statistics.gov.scot/id/statistical-geography/S01008829,Trinity - 04,72.57,64.36
http://statistics.gov.scot/id/statistical-geography/S01008830,Trinity - 05,66.05,63.7
http://statistics.gov.scot/id/statistical-geography/S01008831,Trinity - 06,34.28,30.88
http://statistics.gov.scot/id/statistical-geography/S01008821,Trinity East and The Dudleys - 01,89.81,81.92
http://statistics.gov.scot/id/statistical-geography/S01008822,Trinity East and The Dudleys - 02,61.34,50.03
http://statistics.gov.scot/id/statistical-geography/S01008823,Trinity East and The Dudleys - 03,65.79,62.56
http://statistics.gov.scot/id/statistical-geography/S01008824,Trinity East and The Dudleys - 04,26.86,24.38
http://statistics.gov.scot/id/statistical-geography/S01008825,Trinity East and The Dudleys - 05,44.28,49.34
http://statistics.gov.scot/id/statistical-geography/S01012563,Troon - 01,0.59,1.3
http://statistics.gov.scot/id/statistical-geography/S01012564,Troon - 02,5.7,4.27
http://statistics.gov.scot/id/statistical-geography/S01012565,Troon - 03,14.1,11.3
http://statistics.gov.scot/id/statistical-geography/S01012566,Troon - 04,14.68,14.35
http://statistics.gov.scot/id/statistical-geography/S01012567,Troon - 05,9.14,9.16
http://statistics.gov.scot/id/statistical-geography/S01012568,Troon - 06,6.29,4.27
http://statistics.gov.scot/id/statistical-geography/S01012569,Troon - 07,2.93,1.98
http://statistics.gov.scot/id/statistical-geography/S01007588,Troqueer - 01,9.28,13.93
http://statistics.gov.scot/id/statistical-geography/S01007589,Troqueer - 02,4.3,5.51
http://statistics.gov.scot/id/statistical-geography/S01007590,Troqueer - 03,2.52,2.75
http://statistics.gov.scot/id/statistical-geography/S01007591,Troqueer - 04,6.01,5.3
http://statistics.gov.scot/id/statistical-geography/S01007592,Troqueer - 05,6.61,4.84
http://statistics.gov.scot/id/statistical-geography/S01007415,Tullibody North and Glenochil - 01,18.22,25.02
http://statistics.gov.scot/id/statistical-geography/S01007416,Tullibody North and Glenochil - 02,10.66,17.08
http://statistics.gov.scot/id/statistical-geography/S01007417,Tullibody North and Glenochil - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007418,Tullibody North and Glenochil - 04,20.09,27.27
http://statistics.gov.scot/id/statistical-geography/S01007419,Tullibody North and Glenochil - 05,18.03,26.1
http://statistics.gov.scot/id/statistical-geography/S01007420,Tullibody North and Glenochil - 06,0.7,0.47
http://statistics.gov.scot/id/statistical-geography/S01007409,Tullibody South - 01,1.48,2.91
http://statistics.gov.scot/id/statistical-geography/S01007410,Tullibody South - 02,16.31,21.41
http://statistics.gov.scot/id/statistical-geography/S01007411,Tullibody South - 03,19.11,28.08
http://statistics.gov.scot/id/statistical-geography/S01007412,Tullibody South - 04,1.28,1.97
http://statistics.gov.scot/id/statistical-geography/S01007413,Tullibody South - 05,1.2,1.59
http://statistics.gov.scot/id/statistical-geography/S01007414,Tullibody South - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007017,Turriff - 01,5.52,4.35
http://statistics.gov.scot/id/statistical-geography/S01007018,Turriff - 02,0.66,0
http://statistics.gov.scot/id/statistical-geography/S01007019,Turriff - 03,7.38,6.26
http://statistics.gov.scot/id/statistical-geography/S01007020,Turriff - 04,8.66,6.81
http://statistics.gov.scot/id/statistical-geography/S01007021,Turriff - 05,3.51,1.73
http://statistics.gov.scot/id/statistical-geography/S01007022,Turriff - 06,1.31,0.12
http://statistics.gov.scot/id/statistical-geography/S01008145,Twechar and Harestanes East - 01,12.98,12.98
http://statistics.gov.scot/id/statistical-geography/S01008146,Twechar and Harestanes East - 02,11.52,11.56
http://statistics.gov.scot/id/statistical-geography/S01008147,Twechar and Harestanes East - 03,34.45,35.63
http://statistics.gov.scot/id/statistical-geography/S01008148,Twechar and Harestanes East - 04,6.83,7.8
http://statistics.gov.scot/id/statistical-geography/S01012295,Tweedbank - East,9.46,16.62
http://statistics.gov.scot/id/statistical-geography/S01012294,Tweedbank - North,7.97,12.79
http://statistics.gov.scot/id/statistical-geography/S01012293,Tweedbank - West,2.77,6.3
http://statistics.gov.scot/id/statistical-geography/S01012262,Tweeddale East Landward,0,0
http://statistics.gov.scot/id/statistical-geography/S01012807,Uddingston and Gardenside - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012808,Uddingston and Gardenside - 02,4.93,5.56
http://statistics.gov.scot/id/statistical-geography/S01012809,Uddingston and Gardenside - 03,22.41,15.85
http://statistics.gov.scot/id/statistical-geography/S01012810,Uddingston and Gardenside - 04,6.25,5.73
http://statistics.gov.scot/id/statistical-geography/S01012811,Uddingston and Gardenside - 05,6.73,6.16
http://statistics.gov.scot/id/statistical-geography/S01012812,Uddingston and Gardenside - 06,9.26,9.26
http://statistics.gov.scot/id/statistical-geography/S01012813,Uddingston and Gardenside - 07,3.33,3.05
http://statistics.gov.scot/id/statistical-geography/S01013464,"Uphall, Dechmont and Ecclesmachan - 01",9.52,16.29
http://statistics.gov.scot/id/statistical-geography/S01013465,"Uphall, Dechmont and Ecclesmachan - 02",7.42,22.02
http://statistics.gov.scot/id/statistical-geography/S01013466,"Uphall, Dechmont and Ecclesmachan - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01013467,"Uphall, Dechmont and Ecclesmachan - 04",1.03,2.45
http://statistics.gov.scot/id/statistical-geography/S01013468,"Uphall, Dechmont and Ecclesmachan - 05",26.41,54.35
http://statistics.gov.scot/id/statistical-geography/S01013469,"Uphall, Dechmont and Ecclesmachan - 06",9.98,22.04
http://statistics.gov.scot/id/statistical-geography/S01013470,"Uphall, Dechmont and Ecclesmachan - 07",14.67,38.82
http://statistics.gov.scot/id/statistical-geography/S01013471,"Uphall, Dechmont and Ecclesmachan - 08",8.78,14.6
http://statistics.gov.scot/id/statistical-geography/S01007552,Upper Nithsdale - 01,4.34,3.71
http://statistics.gov.scot/id/statistical-geography/S01007553,Upper Nithsdale - 02,5.01,4.42
http://statistics.gov.scot/id/statistical-geography/S01007554,Upper Nithsdale - 03,6.46,5.99
http://statistics.gov.scot/id/statistical-geography/S01007555,Upper Nithsdale - 04,3.25,2.87
http://statistics.gov.scot/id/statistical-geography/S01007556,Upper Nithsdale - 05,7.03,6.25
http://statistics.gov.scot/id/statistical-geography/S01007557,Upper Nithsdale - 06,6.23,5.64
http://statistics.gov.scot/id/statistical-geography/S01007558,Upper Nithsdale - 07,0.57,0.57
http://statistics.gov.scot/id/statistical-geography/S01012830,Vicarland and Cairns - 01,9.78,8.1
http://statistics.gov.scot/id/statistical-geography/S01012831,Vicarland and Cairns - 02,26.16,26.3
http://statistics.gov.scot/id/statistical-geography/S01012832,Vicarland and Cairns - 03,2.15,2.37
http://statistics.gov.scot/id/statistical-geography/S01012833,Vicarland and Cairns - 04,22.6,22.69
http://statistics.gov.scot/id/statistical-geography/S01012834,Vicarland and Cairns - 05,12.6,12.56
http://statistics.gov.scot/id/statistical-geography/S01012835,Vicarland and Cairns - 06,23.93,23.55
http://statistics.gov.scot/id/statistical-geography/S01010420,Victoria Park - 01,8.46,8.51
http://statistics.gov.scot/id/statistical-geography/S01010421,Victoria Park - 02,9.37,9.01
http://statistics.gov.scot/id/statistical-geography/S01010422,Victoria Park - 03,69.32,68.16
http://statistics.gov.scot/id/statistical-geography/S01009565,Viewfield North and Rimbleton South,9.54,17.44
http://statistics.gov.scot/id/statistical-geography/S01011892,"Viewlands, Craigie and Wellshill - 01",17.35,15.74
http://statistics.gov.scot/id/statistical-geography/S01011893,"Viewlands, Craigie and Wellshill - 02",27.84,25.97
http://statistics.gov.scot/id/statistical-geography/S01011894,"Viewlands, Craigie and Wellshill - 03",34.73,30.65
http://statistics.gov.scot/id/statistical-geography/S01011895,"Viewlands, Craigie and Wellshill - 04",37.29,34.57
http://statistics.gov.scot/id/statistical-geography/S01011896,"Viewlands, Craigie and Wellshill - 05",19.66,19.04
http://statistics.gov.scot/id/statistical-geography/S01011897,"Viewlands, Craigie and Wellshill - 06",21.53,23.33
http://statistics.gov.scot/id/statistical-geography/S01011898,"Viewlands, Craigie and Wellshill - 07",24.22,17.64
http://statistics.gov.scot/id/statistical-geography/S01011539,Viewpark - 01,54.81,51.53
http://statistics.gov.scot/id/statistical-geography/S01011540,Viewpark - 02,20.79,20.02
http://statistics.gov.scot/id/statistical-geography/S01011541,Viewpark - 03,18.43,17.38
http://statistics.gov.scot/id/statistical-geography/S01011542,Viewpark - 04,20.36,19.21
http://statistics.gov.scot/id/statistical-geography/S01011543,Viewpark - 05,31.7,32.42
http://statistics.gov.scot/id/statistical-geography/S01011544,Viewpark - 06,19.7,18.24
http://statistics.gov.scot/id/statistical-geography/S01011545,Viewpark - 07,55.5,54.79
http://statistics.gov.scot/id/statistical-geography/S01011766,Village and Castlecary - 01,4.21,6.79
http://statistics.gov.scot/id/statistical-geography/S01011767,Village and Castlecary - 02,6.09,13.42
http://statistics.gov.scot/id/statistical-geography/S01011768,Village and Castlecary - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011769,Village and Castlecary - 04,8.42,10.39
http://statistics.gov.scot/id/statistical-geography/S01011770,Village and Castlecary - 05,8.31,12.59
http://statistics.gov.scot/id/statistical-geography/S01012263,Walkerburn,8.34,14.1
http://statistics.gov.scot/id/statistical-geography/S01008163,Wallyford/Whitecraig - 01,4.87,4.01
http://statistics.gov.scot/id/statistical-geography/S01008164,Wallyford/Whitecraig - 02,6.74,6.74
http://statistics.gov.scot/id/statistical-geography/S01008165,Wallyford/Whitecraig - 03,11.29,10.07
http://statistics.gov.scot/id/statistical-geography/S01008166,Wallyford/Whitecraig - 04,6.7,4.74
http://statistics.gov.scot/id/statistical-geography/S01008167,Wallyford/Whitecraig - 05,32.12,29.36
http://statistics.gov.scot/id/statistical-geography/S01008168,Wallyford/Whitecraig - 06,36.08,33.4
http://statistics.gov.scot/id/statistical-geography/S01008169,Wallyford/Whitecraig - 07,43.49,50.64
http://statistics.gov.scot/id/statistical-geography/S01009584,Warout,15.83,23.02
http://statistics.gov.scot/id/statistical-geography/S01009292,Wellwood,5.82,9.1
http://statistics.gov.scot/id/statistical-geography/S01009544,Wemyss Villages,14.85,28.16
http://statistics.gov.scot/id/statistical-geography/S01010832,"West Braeside, East Inverkip and West Gourock - 01",0.98,0.98
http://statistics.gov.scot/id/statistical-geography/S01010833,"West Braeside, East Inverkip and West Gourock - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01010834,"West Braeside, East Inverkip and West Gourock - 03",3.12,3.73
http://statistics.gov.scot/id/statistical-geography/S01010835,"West Braeside, East Inverkip and West Gourock - 04",8.06,11.43
http://statistics.gov.scot/id/statistical-geography/S01013256,West Calder and Polbeth - 01,14.73,16.37
http://statistics.gov.scot/id/statistical-geography/S01013257,West Calder and Polbeth - 02,18.96,25.57
http://statistics.gov.scot/id/statistical-geography/S01013258,West Calder and Polbeth - 03,4.05,5.19
http://statistics.gov.scot/id/statistical-geography/S01013259,West Calder and Polbeth - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01013260,West Calder and Polbeth - 05,0,7.1
http://statistics.gov.scot/id/statistical-geography/S01013261,West Calder and Polbeth - 06,0,9.63
http://statistics.gov.scot/id/statistical-geography/S01013262,West Calder and Polbeth - 07,0,19
http://statistics.gov.scot/id/statistical-geography/S01008033,West Clober and Mains Estate - 01,7.17,7.07
http://statistics.gov.scot/id/statistical-geography/S01008034,West Clober and Mains Estate - 02,13.95,13.79
http://statistics.gov.scot/id/statistical-geography/S01008035,West Clober and Mains Estate - 03,24.13,25.92
http://statistics.gov.scot/id/statistical-geography/S01008036,West Clober and Mains Estate - 04,8.49,8.44
http://statistics.gov.scot/id/statistical-geography/S01006571,West End North - 01,61.56,67.8
http://statistics.gov.scot/id/statistical-geography/S01006572,West End North - 02,5.3,5.29
http://statistics.gov.scot/id/statistical-geography/S01006573,West End North - 03,18.32,17.11
http://statistics.gov.scot/id/statistical-geography/S01006574,West End North - 04,24.83,26.13
http://statistics.gov.scot/id/statistical-geography/S01006575,West End South - 01,28.5,25.83
http://statistics.gov.scot/id/statistical-geography/S01006576,West End South - 02,34.32,31.86
http://statistics.gov.scot/id/statistical-geography/S01006577,West End South - 03,11.42,11.28
http://statistics.gov.scot/id/statistical-geography/S01006578,West End South - 04,48.14,46.51
http://statistics.gov.scot/id/statistical-geography/S01006579,West End South - 05,98.25,95.95
http://statistics.gov.scot/id/statistical-geography/S01006580,West End South - 06,19.63,19.32
http://statistics.gov.scot/id/statistical-geography/S01006581,West End South - 07,24.03,21.82
http://statistics.gov.scot/id/statistical-geography/S01007749,West Ferry - 01,1.74,0.89
http://statistics.gov.scot/id/statistical-geography/S01007750,West Ferry - 02,64.38,35.11
http://statistics.gov.scot/id/statistical-geography/S01007751,West Ferry - 03,65.93,36.57
http://statistics.gov.scot/id/statistical-geography/S01007752,West Ferry - 04,96.21,55.44
http://statistics.gov.scot/id/statistical-geography/S01011311,West Kilbride and Seamill - 01,2.78,2.67
http://statistics.gov.scot/id/statistical-geography/S01011312,West Kilbride and Seamill - 02,3.95,6.77
http://statistics.gov.scot/id/statistical-geography/S01011313,West Kilbride and Seamill - 03,8.13,13.36
http://statistics.gov.scot/id/statistical-geography/S01011314,West Kilbride and Seamill - 04,11.45,13.7
http://statistics.gov.scot/id/statistical-geography/S01011315,West Kilbride and Seamill - 05,11.99,12.17
http://statistics.gov.scot/id/statistical-geography/S01011316,West Kilbride and Seamill - 06,12.96,13.16
http://statistics.gov.scot/id/statistical-geography/S01011818,West Kirkwall - 01,4.63,4.17
http://statistics.gov.scot/id/statistical-geography/S01011819,West Kirkwall - 02,5.92,5.61
http://statistics.gov.scot/id/statistical-geography/S01011820,West Kirkwall - 03,3.16,3.15
http://statistics.gov.scot/id/statistical-geography/S01011821,West Kirkwall - 04,12.91,11.91
http://statistics.gov.scot/id/statistical-geography/S01011822,West Kirkwall - 05,12.9,11.88
http://statistics.gov.scot/id/statistical-geography/S01012245,West Linton - Lower,1.28,1.8
http://statistics.gov.scot/id/statistical-geography/S01012246,West Linton - Upper,1.12,1.92
http://statistics.gov.scot/id/statistical-geography/S01011808,West Mainland - 01,3.72,3.36
http://statistics.gov.scot/id/statistical-geography/S01011809,West Mainland - 02,0.9,0.55
http://statistics.gov.scot/id/statistical-geography/S01011810,West Mainland - 03,0.51,0.51
http://statistics.gov.scot/id/statistical-geography/S01011811,West Mainland - 04,0.09,0.08
http://statistics.gov.scot/id/statistical-geography/S01011812,West Mainland - 05,0.19,0.19
http://statistics.gov.scot/id/statistical-geography/S01012934,West Mains - 01,12.27,11.75
http://statistics.gov.scot/id/statistical-geography/S01012935,West Mains - 02,10.37,10.31
http://statistics.gov.scot/id/statistical-geography/S01012936,West Mains - 03,10.81,10.84
http://statistics.gov.scot/id/statistical-geography/S01012937,West Mains - 04,10.55,10.55
http://statistics.gov.scot/id/statistical-geography/S01008904,West Pilton - 01,71.08,77.03
http://statistics.gov.scot/id/statistical-geography/S01008905,West Pilton - 02,64.73,84.29
http://statistics.gov.scot/id/statistical-geography/S01008906,West Pilton - 03,12.84,26.26
http://statistics.gov.scot/id/statistical-geography/S01008907,West Pilton - 04,4.24,4.73
http://statistics.gov.scot/id/statistical-geography/S01008908,West Pilton - 05,78.17,89.13
http://statistics.gov.scot/id/statistical-geography/S01007774,West Pitkerro - 01,4.39,2.13
http://statistics.gov.scot/id/statistical-geography/S01007775,West Pitkerro - 02,13.32,8.17
http://statistics.gov.scot/id/statistical-geography/S01007776,West Pitkerro - 03,20.92,11.98
http://statistics.gov.scot/id/statistical-geography/S01007777,West Pitkerro - 04,11.3,6.41
http://statistics.gov.scot/id/statistical-geography/S01007778,West Pitkerro - 05,0.09,0.09
http://statistics.gov.scot/id/statistical-geography/S01007779,West Pitkerro - 06,34.75,18.88
http://statistics.gov.scot/id/statistical-geography/S01007780,West Pitkerro - 07,21.9,11.84
http://statistics.gov.scot/id/statistical-geography/S01007781,West Pitkerro - 08,33.94,18.38
http://statistics.gov.scot/id/statistical-geography/S01012821,Westburn and Newton - 01,2.9,2.97
http://statistics.gov.scot/id/statistical-geography/S01012822,Westburn and Newton - 02,18.82,19.44
http://statistics.gov.scot/id/statistical-geography/S01012823,Westburn and Newton - 03,13.66,13.64
http://statistics.gov.scot/id/statistical-geography/S01012824,Westburn and Newton - 04,4.95,5.25
http://statistics.gov.scot/id/statistical-geography/S01012825,Westburn and Newton - 05,35.4,35.07
http://statistics.gov.scot/id/statistical-geography/S01012826,Westburn and Newton - 06,6.35,6.4
http://statistics.gov.scot/id/statistical-geography/S01012827,Westburn and Newton - 07,3.16,2.51
http://statistics.gov.scot/id/statistical-geography/S01012828,Westburn and Newton - 08,0.74,2.8
http://statistics.gov.scot/id/statistical-geography/S01012829,Westburn and Newton - 09,6.75,7.79
http://statistics.gov.scot/id/statistical-geography/S01007682,Westend - 01,43.63,39.6
http://statistics.gov.scot/id/statistical-geography/S01007683,Westend - 02,4.93,7.28
http://statistics.gov.scot/id/statistical-geography/S01007684,Westend - 03,83.41,43.96
http://statistics.gov.scot/id/statistical-geography/S01007685,Westend - 04,95.58,50.14
http://statistics.gov.scot/id/statistical-geography/S01007686,Westend - 05,106.74,68.49
http://statistics.gov.scot/id/statistical-geography/S01007687,Westend - 06,87.26,55.74
http://statistics.gov.scot/id/statistical-geography/S01007688,Westend - 07,120.33,73.79
http://statistics.gov.scot/id/statistical-geography/S01007865,Western Edge - 01,29.92,17.73
http://statistics.gov.scot/id/statistical-geography/S01011904,Western Edge - 01,13.32,20.4
http://statistics.gov.scot/id/statistical-geography/S01007866,Western Edge - 02,16.67,9
http://statistics.gov.scot/id/statistical-geography/S01011905,Western Edge - 02,9.95,14.15
http://statistics.gov.scot/id/statistical-geography/S01007867,Western Edge - 03,14.02,8.62
http://statistics.gov.scot/id/statistical-geography/S01011906,Western Edge - 03,5.29,6.46
http://statistics.gov.scot/id/statistical-geography/S01007868,Western Edge - 04,14.72,11.12
http://statistics.gov.scot/id/statistical-geography/S01011907,Western Edge - 04,5.65,6.09
